Fra;Til;KWH 60 Forbruk
23.05.2019 08:00;23.05.2019 09:00;2.004
23.05.2019 09:00;23.05.2019 10:00;1.832
23.05.2019 10:00;23.05.2019 11:00;1.579
23.05.2019 11:00;23.05.2019 12:00;0.977
23.05.2019 12:00;23.05.2019 13:00;1.162
23.05.2019 13:00;23.05.2019 14:00;0.983
23.05.2019 14:00;23.05.2019 15:00;0.993
23.05.2019 15:00;23.05.2019 16:00;0.996
23.05.2019 16:00;23.05.2019 17:00;2.277
23.05.2019 17:00;23.05.2019 18:00;2.96
23.05.2019 18:00;23.05.2019 19:00;2.496
23.05.2019 19:00;23.05.2019 20:00;1.937
23.05.2019 20:00;23.05.2019 21:00;1.909
23.05.2019 21:00;23.05.2019 22:00;1.154
23.05.2019 22:00;23.05.2019 23:00;3.309
23.05.2019 23:00;24.05.2019 00:00;4.867
24.05.2019 00:00;24.05.2019 01:00;4.909
24.05.2019 01:00;24.05.2019 02:00;4.897
24.05.2019 02:00;24.05.2019 03:00;4.835
24.05.2019 03:00;24.05.2019 04:00;4.795
24.05.2019 04:00;24.05.2019 05:00;6.394
24.05.2019 05:00;24.05.2019 06:00;3.694
24.05.2019 06:00;24.05.2019 07:00;2.828
24.05.2019 07:00;24.05.2019 08:00;2.262
24.05.2019 08:00;24.05.2019 09:00;2.254
24.05.2019 09:00;24.05.2019 10:00;2.171
24.05.2019 10:00;24.05.2019 11:00;2.121
24.05.2019 11:00;24.05.2019 12:00;2.194
24.05.2019 12:00;24.05.2019 13:00;1.846
24.05.2019 13:00;24.05.2019 14:00;1.324
24.05.2019 14:00;24.05.2019 15:00;1.443
24.05.2019 15:00;24.05.2019 16:00;1.182
24.05.2019 16:00;24.05.2019 17:00;1.145
24.05.2019 17:00;24.05.2019 18:00;1.768
24.05.2019 18:00;24.05.2019 19:00;1.697
24.05.2019 19:00;24.05.2019 20:00;1.59
24.05.2019 20:00;24.05.2019 21:00;1.256
24.05.2019 21:00;24.05.2019 22:00;1.173
24.05.2019 22:00;24.05.2019 23:00;1.83
24.05.2019 23:00;25.05.2019 00:00;2.118
25.05.2019 00:00;25.05.2019 01:00;1.612
25.05.2019 01:00;25.05.2019 02:00;1.468
25.05.2019 02:00;25.05.2019 03:00;1.517
25.05.2019 03:00;25.05.2019 04:00;1.353
25.05.2019 04:00;25.05.2019 05:00;1.486
25.05.2019 05:00;25.05.2019 06:00;1.402
25.05.2019 06:00;25.05.2019 07:00;1.392
25.05.2019 07:00;25.05.2019 08:00;2.031
25.05.2019 08:00;25.05.2019 09:00;2.494
25.05.2019 09:00;25.05.2019 10:00;2.434
25.05.2019 10:00;25.05.2019 11:00;2.951
25.05.2019 11:00;25.05.2019 12:00;2.419
25.05.2019 12:00;25.05.2019 13:00;2.05
25.05.2019 13:00;25.05.2019 14:00;1.553
25.05.2019 14:00;25.05.2019 15:00;1.274
25.05.2019 15:00;25.05.2019 16:00;1.473
25.05.2019 16:00;25.05.2019 17:00;1.627
25.05.2019 17:00;25.05.2019 18:00;1.244
25.05.2019 18:00;25.05.2019 19:00;2.312
25.05.2019 19:00;25.05.2019 20:00;5.806
25.05.2019 20:00;25.05.2019 21:00;6.973
25.05.2019 21:00;25.05.2019 22:00;6.533
25.05.2019 22:00;25.05.2019 23:00;5.969
25.05.2019 23:00;26.05.2019 00:00;3.132
26.05.2019 00:00;26.05.2019 01:00;0.809
26.05.2019 01:00;26.05.2019 02:00;0.981
26.05.2019 02:00;26.05.2019 03:00;1.037
26.05.2019 03:00;26.05.2019 04:00;1.149
26.05.2019 04:00;26.05.2019 05:00;1.163
26.05.2019 05:00;26.05.2019 06:00;1.744
26.05.2019 06:00;26.05.2019 07:00;1.225
26.05.2019 07:00;26.05.2019 08:00;2.049
26.05.2019 08:00;26.05.2019 09:00;2.42
26.05.2019 09:00;26.05.2019 10:00;2.435
26.05.2019 10:00;26.05.2019 11:00;2.352
26.05.2019 11:00;26.05.2019 12:00;2.517
26.05.2019 12:00;26.05.2019 13:00;2.27
26.05.2019 13:00;26.05.2019 14:00;2.228
26.05.2019 14:00;26.05.2019 15:00;1.659
26.05.2019 15:00;26.05.2019 16:00;1.07
26.05.2019 16:00;26.05.2019 17:00;1.061
26.05.2019 17:00;26.05.2019 18:00;0.973
26.05.2019 18:00;26.05.2019 19:00;0.962
26.05.2019 19:00;26.05.2019 20:00;0.968
26.05.2019 20:00;26.05.2019 21:00;3.187
26.05.2019 21:00;26.05.2019 22:00;5.301
26.05.2019 22:00;26.05.2019 23:00;5.38
26.05.2019 23:00;27.05.2019 00:00;5.976
27.05.2019 00:00;27.05.2019 01:00;5.472
27.05.2019 01:00;27.05.2019 02:00;4.898
27.05.2019 02:00;27.05.2019 03:00;4.992
27.05.2019 03:00;27.05.2019 04:00;4.586
27.05.2019 04:00;27.05.2019 05:00;1.518
27.05.2019 05:00;27.05.2019 06:00;1.879
27.05.2019 06:00;27.05.2019 07:00;2.665
27.05.2019 07:00;27.05.2019 08:00;2.406
27.05.2019 08:00;27.05.2019 09:00;2.251
27.05.2019 09:00;27.05.2019 10:00;2.271
27.05.2019 10:00;27.05.2019 11:00;1.66
27.05.2019 11:00;27.05.2019 12:00;1.575
27.05.2019 12:00;27.05.2019 13:00;1.544
27.05.2019 13:00;27.05.2019 14:00;1.438
27.05.2019 14:00;27.05.2019 15:00;1.068
27.05.2019 15:00;27.05.2019 16:00;1.089
27.05.2019 16:00;27.05.2019 17:00;1.473
27.05.2019 17:00;27.05.2019 18:00;2.843
27.05.2019 18:00;27.05.2019 19:00;2.742
27.05.2019 19:00;27.05.2019 20:00;1.669
27.05.2019 20:00;27.05.2019 21:00;1.87
27.05.2019 21:00;27.05.2019 22:00;2.993
27.05.2019 22:00;27.05.2019 23:00;2.685
27.05.2019 23:00;28.05.2019 00:00;2.439
28.05.2019 00:00;28.05.2019 01:00;2.28
28.05.2019 01:00;28.05.2019 02:00;2.583
28.05.2019 02:00;28.05.2019 03:00;2.36
28.05.2019 03:00;28.05.2019 04:00;2.249
28.05.2019 04:00;28.05.2019 05:00;2.333
28.05.2019 05:00;28.05.2019 06:00;2.342
28.05.2019 06:00;28.05.2019 07:00;2.53
28.05.2019 07:00;28.05.2019 08:00;2.587
28.05.2019 08:00;28.05.2019 09:00;2.45
28.05.2019 09:00;28.05.2019 10:00;2.364
28.05.2019 10:00;28.05.2019 11:00;1.817
28.05.2019 11:00;28.05.2019 12:00;1.303
28.05.2019 12:00;28.05.2019 13:00;1.232
28.05.2019 13:00;28.05.2019 14:00;4.264
28.05.2019 14:00;28.05.2019 15:00;1.637
28.05.2019 15:00;28.05.2019 16:00;1.161
28.05.2019 16:00;28.05.2019 17:00;1.241
28.05.2019 17:00;28.05.2019 18:00;2.424
28.05.2019 18:00;28.05.2019 19:00;2.539
28.05.2019 19:00;28.05.2019 20:00;2.361
28.05.2019 20:00;28.05.2019 21:00;2.695
28.05.2019 21:00;28.05.2019 22:00;2.031
28.05.2019 22:00;28.05.2019 23:00;1.9
28.05.2019 23:00;29.05.2019 00:00;1.506
29.05.2019 00:00;29.05.2019 01:00;1.461
29.05.2019 01:00;29.05.2019 02:00;1.656
29.05.2019 02:00;29.05.2019 03:00;2.218
29.05.2019 03:00;29.05.2019 04:00;2.427
29.05.2019 04:00;29.05.2019 05:00;1.76
29.05.2019 05:00;29.05.2019 06:00;1.795
29.05.2019 06:00;29.05.2019 07:00;2.649
29.05.2019 07:00;29.05.2019 08:00;2.67
29.05.2019 08:00;29.05.2019 09:00;2.413
29.05.2019 09:00;29.05.2019 10:00;2.261
29.05.2019 10:00;29.05.2019 11:00;2.38
29.05.2019 11:00;29.05.2019 12:00;2.247
29.05.2019 12:00;29.05.2019 13:00;1.456
29.05.2019 13:00;29.05.2019 14:00;1.031
29.05.2019 14:00;29.05.2019 15:00;0.945
29.05.2019 15:00;29.05.2019 16:00;1.072
29.05.2019 16:00;29.05.2019 17:00;4.824
29.05.2019 17:00;29.05.2019 18:00;3.363
29.05.2019 18:00;29.05.2019 19:00;2.653
29.05.2019 19:00;29.05.2019 20:00;3.0
29.05.2019 20:00;29.05.2019 21:00;3.062
29.05.2019 21:00;29.05.2019 22:00;3.433
29.05.2019 22:00;29.05.2019 23:00;2.777
29.05.2019 23:00;30.05.2019 00:00;2.156
30.05.2019 00:00;30.05.2019 01:00;2.257
30.05.2019 01:00;30.05.2019 02:00;2.133
30.05.2019 02:00;30.05.2019 03:00;1.544
30.05.2019 03:00;30.05.2019 04:00;2.399
30.05.2019 04:00;30.05.2019 05:00;1.367
30.05.2019 05:00;30.05.2019 06:00;1.572
30.05.2019 06:00;30.05.2019 07:00;1.71
30.05.2019 07:00;30.05.2019 08:00;2.054
30.05.2019 08:00;30.05.2019 09:00;3.344
30.05.2019 09:00;30.05.2019 10:00;2.682
30.05.2019 10:00;30.05.2019 11:00;2.535
30.05.2019 11:00;30.05.2019 12:00;2.325
30.05.2019 12:00;30.05.2019 13:00;2.618
30.05.2019 13:00;30.05.2019 14:00;2.454
30.05.2019 14:00;30.05.2019 15:00;1.946
30.05.2019 15:00;30.05.2019 16:00;1.511
30.05.2019 16:00;30.05.2019 17:00;1.48
30.05.2019 17:00;30.05.2019 18:00;1.272
30.05.2019 18:00;30.05.2019 19:00;2.123
30.05.2019 19:00;30.05.2019 20:00;3.342
30.05.2019 20:00;30.05.2019 21:00;7.209
30.05.2019 21:00;30.05.2019 22:00;7.276
30.05.2019 22:00;30.05.2019 23:00;6.175
30.05.2019 23:00;31.05.2019 00:00;5.193
31.05.2019 00:00;31.05.2019 01:00;5.298
31.05.2019 01:00;31.05.2019 02:00;4.692
31.05.2019 02:00;31.05.2019 03:00;1.675
31.05.2019 03:00;31.05.2019 04:00;1.673
31.05.2019 04:00;31.05.2019 05:00;1.806
31.05.2019 05:00;31.05.2019 06:00;1.939
31.05.2019 06:00;31.05.2019 07:00;2.812
31.05.2019 07:00;31.05.2019 08:00;2.48
31.05.2019 08:00;31.05.2019 09:00;2.549
31.05.2019 09:00;31.05.2019 10:00;2.496
31.05.2019 10:00;31.05.2019 11:00;2.346
31.05.2019 11:00;31.05.2019 12:00;2.262
31.05.2019 12:00;31.05.2019 13:00;1.883
31.05.2019 13:00;31.05.2019 14:00;1.36
31.05.2019 14:00;31.05.2019 15:00;1.277
31.05.2019 15:00;31.05.2019 16:00;1.248
31.05.2019 16:00;31.05.2019 17:00;1.178
31.05.2019 17:00;31.05.2019 18:00;2.459
31.05.2019 18:00;31.05.2019 19:00;2.811
31.05.2019 19:00;31.05.2019 20:00;3.304
31.05.2019 20:00;31.05.2019 21:00;2.934
31.05.2019 21:00;31.05.2019 22:00;2.962
31.05.2019 22:00;31.05.2019 23:00;2.489
31.05.2019 23:00;01.06.2019 00:00;2.183
