Fra;Til;KWH 60 Forbruk
23.07.2019 08:00;23.07.2019 09:00;1.452
23.07.2019 09:00;23.07.2019 10:00;1.043
23.07.2019 10:00;23.07.2019 11:00;0.389
23.07.2019 11:00;23.07.2019 12:00;0.823
23.07.2019 12:00;23.07.2019 13:00;0.822
23.07.2019 13:00;23.07.2019 14:00;1.162
23.07.2019 14:00;23.07.2019 15:00;0.972
23.07.2019 15:00;23.07.2019 16:00;1.035
23.07.2019 16:00;23.07.2019 17:00;0.909
23.07.2019 17:00;23.07.2019 18:00;0.795
23.07.2019 18:00;23.07.2019 19:00;0.449
23.07.2019 19:00;23.07.2019 20:00;0.944
23.07.2019 20:00;23.07.2019 21:00;1.321
23.07.2019 21:00;23.07.2019 22:00;0.93
23.07.2019 22:00;23.07.2019 23:00;0.607
23.07.2019 23:00;24.07.2019 00:00;0.971
24.07.2019 00:00;24.07.2019 01:00;1.432
24.07.2019 01:00;24.07.2019 02:00;0.917
24.07.2019 02:00;24.07.2019 03:00;0.566
24.07.2019 03:00;24.07.2019 04:00;0.652
24.07.2019 04:00;24.07.2019 05:00;0.456
24.07.2019 05:00;24.07.2019 06:00;0.38
24.07.2019 06:00;24.07.2019 07:00;0.621
24.07.2019 07:00;24.07.2019 08:00;0.472
24.07.2019 08:00;24.07.2019 09:00;0.448
24.07.2019 09:00;24.07.2019 10:00;0.707
24.07.2019 10:00;24.07.2019 11:00;0.697
24.07.2019 11:00;24.07.2019 12:00;1.271
24.07.2019 12:00;24.07.2019 13:00;0.991
24.07.2019 13:00;24.07.2019 14:00;1.051
24.07.2019 14:00;24.07.2019 15:00;1.909
24.07.2019 15:00;24.07.2019 16:00;1.854
24.07.2019 16:00;24.07.2019 17:00;1.018
24.07.2019 17:00;24.07.2019 18:00;0.377
24.07.2019 18:00;24.07.2019 19:00;0.442
24.07.2019 19:00;24.07.2019 20:00;0.891
24.07.2019 20:00;24.07.2019 21:00;2.267
24.07.2019 21:00;24.07.2019 22:00;1.449
24.07.2019 22:00;24.07.2019 23:00;0.697
24.07.2019 23:00;25.07.2019 00:00;1.213
25.07.2019 00:00;25.07.2019 01:00;1.594
25.07.2019 01:00;25.07.2019 02:00;1.438
25.07.2019 02:00;25.07.2019 03:00;1.379
25.07.2019 03:00;25.07.2019 04:00;1.614
25.07.2019 04:00;25.07.2019 05:00;1.355
25.07.2019 05:00;25.07.2019 06:00;0.632
25.07.2019 06:00;25.07.2019 07:00;0.537
25.07.2019 07:00;25.07.2019 08:00;3.154
25.07.2019 08:00;25.07.2019 09:00;1.594
25.07.2019 09:00;25.07.2019 10:00;2.434
25.07.2019 10:00;25.07.2019 11:00;0.673
25.07.2019 11:00;25.07.2019 12:00;0.651
25.07.2019 12:00;25.07.2019 13:00;0.82
25.07.2019 13:00;25.07.2019 14:00;1.783
25.07.2019 14:00;25.07.2019 15:00;1.875
25.07.2019 15:00;25.07.2019 16:00;1.826
25.07.2019 16:00;25.07.2019 17:00;1.288
25.07.2019 17:00;25.07.2019 18:00;2.33
25.07.2019 18:00;25.07.2019 19:00;1.156
25.07.2019 19:00;25.07.2019 20:00;2.339
25.07.2019 20:00;25.07.2019 21:00;2.009
25.07.2019 21:00;25.07.2019 22:00;2.069
25.07.2019 22:00;25.07.2019 23:00;0.89
25.07.2019 23:00;26.07.2019 00:00;0.911
26.07.2019 00:00;26.07.2019 01:00;0.861
26.07.2019 01:00;26.07.2019 02:00;0.554
26.07.2019 02:00;26.07.2019 03:00;0.479
26.07.2019 03:00;26.07.2019 04:00;0.43
26.07.2019 04:00;26.07.2019 05:00;0.399
26.07.2019 05:00;26.07.2019 06:00;0.515
26.07.2019 06:00;26.07.2019 07:00;0.676
26.07.2019 07:00;26.07.2019 08:00;1.452
26.07.2019 08:00;26.07.2019 09:00;0.702
26.07.2019 09:00;26.07.2019 10:00;1.069
26.07.2019 10:00;26.07.2019 11:00;1.521
26.07.2019 11:00;26.07.2019 12:00;1.89
26.07.2019 12:00;26.07.2019 13:00;1.731
26.07.2019 13:00;26.07.2019 14:00;1.518
26.07.2019 14:00;26.07.2019 15:00;1.695
26.07.2019 15:00;26.07.2019 16:00;0.972
26.07.2019 16:00;26.07.2019 17:00;0.774
26.07.2019 17:00;26.07.2019 18:00;0.928
26.07.2019 18:00;26.07.2019 19:00;0.951
26.07.2019 19:00;26.07.2019 20:00;1.02
26.07.2019 20:00;26.07.2019 21:00;0.727
26.07.2019 21:00;26.07.2019 22:00;0.772
26.07.2019 22:00;26.07.2019 23:00;0.645
26.07.2019 23:00;27.07.2019 00:00;0.419
27.07.2019 00:00;27.07.2019 01:00;1.105
27.07.2019 01:00;27.07.2019 02:00;2.984
27.07.2019 02:00;27.07.2019 03:00;4.055
27.07.2019 03:00;27.07.2019 04:00;4.048
27.07.2019 04:00;27.07.2019 05:00;1.639
27.07.2019 05:00;27.07.2019 06:00;0.379
27.07.2019 06:00;27.07.2019 07:00;0.41
27.07.2019 07:00;27.07.2019 08:00;0.408
27.07.2019 08:00;27.07.2019 09:00;0.444
27.07.2019 09:00;27.07.2019 10:00;0.423
27.07.2019 10:00;27.07.2019 11:00;0.734
27.07.2019 11:00;27.07.2019 12:00;0.437
27.07.2019 12:00;27.07.2019 13:00;1.478
27.07.2019 13:00;27.07.2019 14:00;2.028
27.07.2019 14:00;27.07.2019 15:00;1.884
27.07.2019 15:00;27.07.2019 16:00;1.294
27.07.2019 16:00;27.07.2019 17:00;2.035
27.07.2019 17:00;27.07.2019 18:00;1.343
27.07.2019 18:00;27.07.2019 19:00;1.098
27.07.2019 19:00;27.07.2019 20:00;0.893
27.07.2019 20:00;27.07.2019 21:00;1.004
27.07.2019 21:00;27.07.2019 22:00;0.854
27.07.2019 22:00;27.07.2019 23:00;1.039
27.07.2019 23:00;28.07.2019 00:00;1.232
28.07.2019 00:00;28.07.2019 01:00;1.143
28.07.2019 01:00;28.07.2019 02:00;1.079
28.07.2019 02:00;28.07.2019 03:00;1.334
28.07.2019 03:00;28.07.2019 04:00;0.541
28.07.2019 04:00;28.07.2019 05:00;0.506
28.07.2019 05:00;28.07.2019 06:00;0.429
28.07.2019 06:00;28.07.2019 07:00;0.479
28.07.2019 07:00;28.07.2019 08:00;0.495
28.07.2019 08:00;28.07.2019 09:00;0.476
28.07.2019 09:00;28.07.2019 10:00;0.635
28.07.2019 10:00;28.07.2019 11:00;0.497
28.07.2019 11:00;28.07.2019 12:00;0.573
28.07.2019 12:00;28.07.2019 13:00;1.338
28.07.2019 13:00;28.07.2019 14:00;1.585
28.07.2019 14:00;28.07.2019 15:00;1.086
28.07.2019 15:00;28.07.2019 16:00;0.658
28.07.2019 16:00;28.07.2019 17:00;0.73
28.07.2019 17:00;28.07.2019 18:00;0.667
28.07.2019 18:00;28.07.2019 19:00;0.792
28.07.2019 19:00;28.07.2019 20:00;0.712
28.07.2019 20:00;28.07.2019 21:00;0.965
28.07.2019 21:00;28.07.2019 22:00;1.292
28.07.2019 22:00;28.07.2019 23:00;0.492
28.07.2019 23:00;29.07.2019 00:00;0.58
29.07.2019 00:00;29.07.2019 01:00;0.502
29.07.2019 01:00;29.07.2019 02:00;0.503
29.07.2019 02:00;29.07.2019 03:00;0.474
29.07.2019 03:00;29.07.2019 04:00;0.5
29.07.2019 04:00;29.07.2019 05:00;0.497
29.07.2019 05:00;29.07.2019 06:00;0.439
29.07.2019 06:00;29.07.2019 07:00;0.468
29.07.2019 07:00;29.07.2019 08:00;0.501
29.07.2019 08:00;29.07.2019 09:00;0.607
29.07.2019 09:00;29.07.2019 10:00;1.318
29.07.2019 10:00;29.07.2019 11:00;1.118
29.07.2019 11:00;29.07.2019 12:00;0.46
29.07.2019 12:00;29.07.2019 13:00;0.507
29.07.2019 13:00;29.07.2019 14:00;1.244
29.07.2019 14:00;29.07.2019 15:00;1.844
29.07.2019 15:00;29.07.2019 16:00;1.455
29.07.2019 16:00;29.07.2019 17:00;1.003
29.07.2019 17:00;29.07.2019 18:00;0.706
29.07.2019 18:00;29.07.2019 19:00;0.909
29.07.2019 19:00;29.07.2019 20:00;2.388
29.07.2019 20:00;29.07.2019 21:00;1.663
29.07.2019 21:00;29.07.2019 22:00;0.548
29.07.2019 22:00;29.07.2019 23:00;0.532
29.07.2019 23:00;30.07.2019 00:00;3.569
30.07.2019 00:00;30.07.2019 01:00;4.793
30.07.2019 01:00;30.07.2019 02:00;4.616
30.07.2019 02:00;30.07.2019 03:00;3.979
30.07.2019 03:00;30.07.2019 04:00;4.012
30.07.2019 04:00;30.07.2019 05:00;3.567
30.07.2019 05:00;30.07.2019 06:00;0.441
30.07.2019 06:00;30.07.2019 07:00;0.443
30.07.2019 07:00;30.07.2019 08:00;0.427
30.07.2019 08:00;30.07.2019 09:00;1.164
30.07.2019 09:00;30.07.2019 10:00;1.557
30.07.2019 10:00;30.07.2019 11:00;1.64
30.07.2019 11:00;30.07.2019 12:00;3.377
30.07.2019 12:00;30.07.2019 13:00;4.658
30.07.2019 13:00;30.07.2019 14:00;4.313
30.07.2019 14:00;30.07.2019 15:00;1.898
30.07.2019 15:00;30.07.2019 16:00;2.155
30.07.2019 16:00;30.07.2019 17:00;1.879
30.07.2019 17:00;30.07.2019 18:00;1.76
30.07.2019 18:00;30.07.2019 19:00;2.866
30.07.2019 19:00;30.07.2019 20:00;4.91
30.07.2019 20:00;30.07.2019 21:00;6.34
30.07.2019 21:00;30.07.2019 22:00;5.967
30.07.2019 22:00;30.07.2019 23:00;2.707
30.07.2019 23:00;31.07.2019 00:00;1.892
31.07.2019 00:00;31.07.2019 01:00;1.373
31.07.2019 01:00;31.07.2019 02:00;0.965
31.07.2019 02:00;31.07.2019 03:00;0.549
31.07.2019 03:00;31.07.2019 04:00;0.805
31.07.2019 04:00;31.07.2019 05:00;0.918
31.07.2019 05:00;31.07.2019 06:00;0.869
31.07.2019 06:00;31.07.2019 07:00;0.76
31.07.2019 07:00;31.07.2019 08:00;2.048
31.07.2019 08:00;31.07.2019 09:00;2.312
31.07.2019 09:00;31.07.2019 10:00;1.666
31.07.2019 10:00;31.07.2019 11:00;1.003
31.07.2019 11:00;31.07.2019 12:00;1.037
31.07.2019 12:00;31.07.2019 13:00;1.075
31.07.2019 13:00;31.07.2019 14:00;0.985
31.07.2019 14:00;31.07.2019 15:00;5.103
31.07.2019 15:00;31.07.2019 16:00;5.662
31.07.2019 16:00;31.07.2019 17:00;6.442
31.07.2019 17:00;31.07.2019 18:00;5.793
31.07.2019 18:00;31.07.2019 19:00;4.7
31.07.2019 19:00;31.07.2019 20:00;4.561
31.07.2019 20:00;31.07.2019 21:00;5.02
31.07.2019 21:00;31.07.2019 22:00;2.466
31.07.2019 22:00;31.07.2019 23:00;1.427
31.07.2019 23:00;01.08.2019 00:00;1.306
